================================List of subscription================================
Subscription ID,Subscription Type,Duration,Start Date,End Date
49890,Yearly,31 Year,03/20/1976,03/20/2007
39236,Daily,44 Day,09/15/1972,10/29/1972
45616,One_Off,1 Day,04/21/1988,04/21/1988
47751,One_Off,1 Day,01/24/1968,01/24/1968
39238,Daily,32 Day,07/18/1979,08/19/1979
10562,Monthly,42 Month,06/20/1984,12/20/1987
45617,Monthly,5 Month,12/18/1973,05/18/1974
47752,Yearly,19 Year,11/24/1978,11/24/1997
10560,Yearly,27 Year,12/03/1978,12/03/2005
47754,One_Off,1 Day,06/11/1984,06/11/1984
39239,Monthly,33 Month,01/05/1985,10/05/1987
49899,Yearly,23 Year,06/23/1970,06/23/1993
47756,Yearly,27 Year,12/01/1987,12/01/2014
47757,Monthly,69 Month,07/19/1967,04/19/1973
10565,Monthly,13 Month,09/05/1967,10/05/1968
45619,Monthly,18 Month,12/22/1980,06/22/1982
45612,Daily,35 Day,07/25/1972,08/29/1972
45613,One_Off,1 Day,09/23/1985,09/23/1985
45610,Daily,14 Day,11/08/1972,11/22/1972
39220,One_Off,1 Day,08/26/1990,08/26/1990
49881,Yearly,24 Year,09/02/1989,09/02/2013
49884,Monthly,23 Month,12/19/1985,11/19/1987
49883,Daily,44 Day,07/01/1971,08/14/1971
39224,Daily,11 Day,11/03/1987,11/14/1987
39225,Daily,41 Day,02/15/1967,03/28/1967
39222,Yearly,11 Year,01/27/1967,01/27/1978
49880,Monthly,32 Month,07/01/1981,03/01/1984
45603,Yearly,20 Year,10/23/1990,10/23/2010
47742,One_Off,1 Day,10/08/1980,10/08/1980
10550,Monthly,35 Month,03/09/1974,02/09/1977
45605,Monthly,80 Month,07/08/1981,03/08/1988
47741,One_Off,1 Day,09/28/1966,09/28/1966
49885,Daily,54 Day,11/27/1989,01/20/1990
49886,Daily,25 Day,01/28/1977,02/22/1977
47744,Yearly,16 Year,11/24/1970,11/24/1986
10555,Yearly,19 Year,06/09/1978,06/09/1997
47745,Monthly,53 Month,09/27/1969,02/27/1974
47748,Monthly,85 Month,06/08/1974,07/08/1981
47749,One_Off,1 Day,11/13/1987,11/13/1987
45601,Daily,43 Day,07/24/1984,09/05/1984
45602,Daily,15 Day,10/17/1968,11/01/1968
45677,Monthly,89 Month,04/11/1990,09/11/1997
22979,Yearly,7 Year,08/24/1980,08/24/1987
45679,Daily,45 Day,05/09/1985,06/23/1985
45678,Yearly,15 Year,06/07/1971,06/07/1986
22977,Daily,41 Day,10/10/1986,11/20/1986
45672,Daily,29 Day,06/22/1987,07/21/1987
45675,Yearly,23 Year,12/12/1977,12/12/2000
10548,Daily,50 Day,04/03/1982,05/23/1982
10543,Daily,54 Day,10/17/1967,12/10/1967
22971,Daily,24 Day,05/04/1974,05/28/1974
10545,Monthly,54 Month,03/18/1988,09/18/1992
10544,Yearly,11 Year,07/03/1980,07/03/1991
22974,Monthly,47 Month,01/01/1981,12/01/1984
17211,Daily,45 Day,02/02/1984,03/18/1984
17212,Monthly,54 Month,03/19/1990,09/19/1994
22973,Yearly,33 Year,10/14/1967,10/14/2000
17217,One_Off,1 Day,07/20/1970,07/20/1970
17216,Daily,18 Day,12/18/1980,01/05/1981
17215,Monthly,73 Month,06/12/1966,07/12/1972
17219,Yearly,9 Year,04/12/1978,04/12/1987
45670,Yearly,10 Year,03/24/1987,03/24/1997
45668,Daily,30 Day,07/22/1969,08/21/1969
22987,One_Off,1 Day,02/26/1987,02/26/1987
45667,Monthly,53 Month,04/26/1972,09/26/1976
22988,Monthly,17 Month,12/02/1968,05/02/1970
22989,One_Off,1 Day,06/15/1971,06/15/1971
45665,Yearly,4 Year,10/16/1972,10/16/1976
10539,Daily,42 Day,02/21/1968,04/03/1968
45664,Daily,53 Day,01/23/1975,03/17/1975
45663,One_Off,1 Day,07/12/1989,07/12/1989
10536,One_Off,1 Day,04/07/1978,04/07/1978
22980,Yearly,8 Year,08/25/1973,08/25/1981
22981,Daily,13 Day,06/22/1978,07/05/1978
22982,One_Off,1 Day,09/28/1971,09/28/1971
17200,Yearly,36 Year,10/10/1973,10/10/2009
22984,Yearly,23 Year,10/02/1990,10/02/2013
17201,Yearly,11 Year,09/19/1985,09/19/1996
22985,Yearly,27 Year,05/17/1973,05/17/2000
45669,Daily,15 Day,04/19/1972,05/04/1972
17203,Daily,35 Day,01/11/1979,02/15/1979
17204,One_Off,1 Day,07/24/1967,07/24/1967
17209,Monthly,70 Month,02/20/1981,12/20/1986
17208,Daily,27 Day,05/26/1976,06/22/1976
45660,Monthly,15 Month,07/02/1981,10/02/1982
10525,Monthly,41 Month,07/21/1972,12/21/1975
45651,Monthly,61 Month,10/08/1978,11/08/1983
10524,Daily,13 Day,01/28/1969,02/10/1969
45652,Monthly,17 Month,02/05/1976,07/05/1977
10528,Monthly,74 Month,08/11/1969,10/11/1975
22998,Daily,47 Day,02/20/1975,04/08/1975
22999,Yearly,30 Year,06/10/1983,06/10/2013
22996,Yearly,4 Year,07/21/1989,07/21/1993
22997,Daily,44 Day,01/08/1981,02/21/1981
22994,Monthly,75 Month,06/15/1972,09/15/1978
10521,Monthly,55 Month,12/21/1988,07/21/1993
10520,Daily,43 Day,04/12/1975,05/25/1975
22990,One_Off,1 Day,04/12/1989,04/12/1989
22991,Yearly,31 Year,12/24/1982,12/24/2013
10522,Monthly,69 Month,02/22/1986,11/22/1991
45642,One_Off,1 Day,09/04/1988,09/04/1988
10516,Daily,47 Day,02/15/1985,04/03/1985
10514,Monthly,4 Month,06/12/1976,10/12/1976
45640,Monthly,33 Month,08/14/1980,05/14/1983
10513,Yearly,8 Year,05/11/1977,05/11/1985
10517,Monthly,43 Month,03/25/1979,10/25/1982
45648,Monthly,87 Month,05/03/1975,08/03/1982
10512,Daily,25 Day,05/16/1976,06/10/1976
10510,Daily,22 Day,03/07/1984,03/29/1984
22931,Daily,27 Day,11/10/1974,12/07/1974
22930,Yearly,20 Year,07/24/1978,07/24/1998
22935,One_Off,1 Day,09/18/1973,09/18/1973
10506,Monthly,38 Month,07/03/1977,09/03/1980
33905,Yearly,40 Year,04/16/1968,04/16/2008
10507,Monthly,48 Month,06/13/1970,06/13/1974
33904,One_Off,1 Day,08/22/1976,08/22/1976
10509,Monthly,17 Month,04/25/1974,09/25/1975
33903,Yearly,12 Year,10/26/1967,10/26/1979
22939,Daily,21 Day,04/18/1975,05/09/1975
33902,One_Off,1 Day,05/14/1972,05/14/1972
10502,Monthly,36 Month,11/03/1968,11/03/1971
22938,Yearly,21 Year,11/05/1988,11/05/2009
10503,Yearly,31 Year,10/01/1977,10/01/2008
22937,Monthly,60 Month,10/15/1984,10/15/1989
22941,Daily,26 Day,12/17/1988,01/12/1989
33915,Yearly,7 Year,03/28/1989,03/28/1996
22944,Monthly,83 Month,08/14/1969,07/14/1976
33914,Daily,33 Day,06/21/1972,07/24/1972
22943,Yearly,19 Year,02/24/1980,02/24/1999
33917,Monthly,46 Month,05/23/1989,03/23/1993
22946,Daily,27 Day,03/06/1976,04/02/1976
22945,One_Off,1 Day,10/11/1971,10/11/1971
33916,Monthly,20 Month,06/08/1977,02/08/1979
22948,One_Off,1 Day,03/27/1966,03/27/1966
22947,Yearly,35 Year,08/10/1972,08/10/2007
33913,Yearly,6 Year,11/13/1987,11/13/1993
33912,Yearly,10 Year,03/15/1973,03/15/1983
33907,Yearly,27 Year,09/18/1975,09/18/2002
22953,Yearly,14 Year,12/17/1981,12/17/1995
22951,One_Off,1 Day,01/22/1976,01/22/1976
33920,Monthly,34 Month,09/18/1989,07/18/1992
45694,Daily,27 Day,02/27/1977,03/26/1977
33924,Daily,6 Day,05/08/1982,05/14/1982
33923,One_Off,1 Day,06/08/1971,06/08/1971
45695,Yearly,28 Year,08/17/1984,08/17/2012
22959,Yearly,29 Year,11/16/1973,11/16/2002
22958,Yearly,11 Year,10/07/1974,10/07/1985
45697,Monthly,86 Month,03/01/1985,05/01/1992
33928,Monthly,83 Month,04/04/1976,03/04/1983
45698,Monthly,13 Month,01/14/1984,02/14/1985
22956,Yearly,13 Year,05/19/1977,05/19/1990
45699,Daily,8 Day,07/10/1984,07/18/1984
33926,Monthly,50 Month,11/01/1967,01/01/1972
22954,Monthly,45 Month,01/14/1984,10/14/1987
33919,Yearly,4 Year,05/02/1971,05/02/1975
45690,Yearly,27 Year,08/21/1978,08/21/2005
45692,Monthly,18 Month,05/08/1986,11/08/1987
22962,Monthly,87 Month,10/19/1979,01/19/1987
22961,Monthly,12 Month,10/11/1970,10/11/1971
22963,Monthly,42 Month,03/09/1981,09/09/1984
22960,Monthly,72 Month,08/05/1985,08/05/1991
33930,Monthly,65 Month,06/22/1987,11/22/1992
33933,Yearly,20 Year,07/13/1971,07/13/1991
33935,Yearly,3 Year,11/26/1989,11/26/1992
45683,One_Off,1 Day,04/07/1984,04/07/1984
22966,Monthly,56 Month,06/12/1969,02/12/1974
22965,Monthly,84 Month,05/14/1985,05/14/1992
33939,Yearly,27 Year,01/13/1986,01/13/2013
45681,Yearly,24 Year,08/17/1981,08/17/2005
45680,Monthly,19 Month,05/15/1988,12/15/1989
45482,One_Off,1 Day,12/20/1966,12/20/1966
45480,Yearly,39 Year,10/01/1968,10/01/2007
17385,One_Off,1 Day,11/10/1969,11/10/1969
17384,Yearly,14 Year,09/26/1986,09/26/2000
43343,Monthly,25 Month,02/20/1969,03/20/1971
22803,Yearly,18 Year,03/23/1971,03/23/1989
22800,Yearly,16 Year,10/17/1982,10/17/1998
43340,Monthly,45 Month,08/10/1984,05/10/1988
45486,One_Off,1 Day,07/24/1972,07/24/1972
17381,Yearly,6 Year,06/23/1978,06/23/1984
17382,One_Off,1 Day,07/13/1974,07/13/1974
22804,Monthly,81 Month,07/16/1987,04/16/1994
45494,Monthly,39 Month,11/28/1985,02/28/1989
45495,One_Off,1 Day,12/04/1979,12/04/1979
45491,Daily,39 Day,08/23/1967,10/01/1967
17394,Yearly,31 Year,10/19/1971,10/19/2002
43359,Monthly,39 Month,09/17/1974,12/17/1977
17395,Monthly,41 Month,04/13/1973,09/13/1976
17396,Yearly,10 Year,09/28/1983,09/28/1993
17398,Daily,13 Day,06/23/1979,07/06/1979
43352,Daily,26 Day,11/13/1986,12/09/1986
17390,Monthly,72 Month,02/18/1977,02/18/1983
43356,Yearly,22 Year,08/25/1980,08/25/2002
17391,Daily,55 Day,09/23/1980,11/17/1980
43355,Yearly,18 Year,09/21/1983,09/21/2001
45497,Monthly,4 Month,03/07/1986,07/07/1986
43358,Monthly,68 Month,05/18/1987,01/18/1993
43357,Monthly,44 Month,09/23/1989,05/23/1993
43361,Monthly,17 Month,04/11/1973,09/11/1974
43367,Yearly,4 Year,02/27/1980,02/27/1984
43366,Daily,6 Day,12/23/1988,12/29/1988
43365,Yearly,31 Year,03/25/1983,03/25/2014
43362,One_Off,1 Day,10/22/1986,10/22/1986
43379,Monthly,84 Month,08/16/1985,08/16/1992
43373,Yearly,3 Year,08/11/1981,08/11/1984
43376,Yearly,5 Year,10/28/1967,10/28/1972
43375,Monthly,33 Month,07/02/1981,04/02/1984
17349,Daily,42 Day,03/09/1966,04/20/1966
43382,One_Off,1 Day,04/03/1967,04/03/1967
43381,One_Off,1 Day,10/10/1971,10/10/1971
43387,Yearly,32 Year,08/14/1969,08/14/2001
9200,One_Off,1 Day,12/08/1968,12/08/1968
9205,Monthly,3 Month,01/14/1990,04/14/1990
9206,Yearly,27 Year,09/23/1972,09/23/1999
9203,Monthly,87 Month,12/05/1967,03/05/1975
43388,Monthly,78 Month,04/21/1979,10/21/1985
43389,Yearly,22 Year,09/16/1979,09/16/2001
17342,One_Off,1 Day,05/26/1979,05/26/1979
17358,Monthly,39 Month,11/10/1985,02/10/1989
17359,Yearly,38 Year,10/09/1974,10/09/2012
9208,Yearly,32 Year,12/27/1974,12/27/2006
43392,Monthly,84 Month,03/06/1986,03/06/1993
43393,Yearly,15 Year,06/19/1973,06/19/1988
9211,Daily,14 Day,03/09/1974,03/23/1974
43396,Monthly,65 Month,01/14/1974,06/14/1979
43397,Yearly,3 Year,07/14/1967,07/14/1970
43398,Yearly,16 Year,07/04/1972,07/04/1988
9214,Daily,13 Day,03/05/1969,03/18/1969
9215,One_Off,1 Day,12/25/1982,12/25/1982
9216,Daily,15 Day,12/04/1988,12/19/1988
17350,Monthly,24 Month,04/09/1974,04/09/1976
17353,Yearly,7 Year,06/11/1987,06/11/1994
17367,Yearly,22 Year,02/20/1989,02/20/2011
17366,Monthly,47 Month,07/24/1989,06/24/1993
17363,Monthly,12 Month,06/17/1968,06/17/1969
17362,Monthly,31 Month,12/14/1971,07/14/1974
17361,Yearly,15 Year,04/20/1975,04/20/1990
17371,Monthly,27 Month,11/23/1968,02/23/1971
17370,Yearly,40 Year,08/07/1966,08/07/2006
17376,Yearly,3 Year,07/25/1990,07/25/1993
17373,Monthly,31 Month,12/26/1985,07/26/1988
17375,One_Off,1 Day,04/01/1984,04/01/1984
17374,Monthly,66 Month,10/02/1970,04/02/1976
47789,Daily,25 Day,07/18/1985,08/12/1985
47788,Daily,52 Day,01/26/1988,03/18/1988
47785,Monthly,89 Month,09/15/1969,02/15/1977
9242,Daily,12 Day,09/28/1971,10/10/1971
47787,Monthly,72 Month,04/12/1984,04/12/1990
47786,Daily,48 Day,07/15/1975,09/01/1975
9244,One_Off,1 Day,10/07/1984,10/07/1984
9243,Yearly,20 Year,02/23/1979,02/23/1999
9246,Monthly,13 Month,02/04/1979,03/04/1980
39380,One_Off,1 Day,09/16/1988,09/16/1988
39382,Monthly,61 Month,09/25/1977,10/25/1982
39381,Monthly,48 Month,08/05/1986,08/05/1990
39388,Monthly,36 Month,12/19/1979,12/19/1982
39387,Yearly,21 Year,11/20/1990,11/20/2011
39386,Monthly,11 Month,05/27/1973,04/27/1974
39385,Daily,37 Day,09/24/1989,10/31/1989
47798,Monthly,17 Month,05/07/1966,10/07/1967
47797,Monthly,75 Month,02/08/1975,05/08/1981
9252,Daily,50 Day,12/17/1987,02/05/1988
9251,Daily,6 Day,03/11/1973,03/17/1973
9250,Monthly,9 Month,11/08/1969,08/08/1970
9257,Yearly,23 Year,08/06/1989,08/06/2012
9255,Daily,21 Day,07/08/1984,07/29/1984
9254,Monthly,53 Month,07/16/1986,12/16/1990
9258,Monthly,5 Month,06/20/1986,11/20/1986
39392,Monthly,60 Month,05/08/1988,05/08/1993
39390,Monthly,19 Month,06/07/1988,01/07/1990
47794,Daily,6 Day,10/18/1990,10/24/1990
39399,Yearly,5 Year,08/28/1966,08/28/1971
47792,Daily,6 Day,03/12/1977,03/18/1977
39396,Monthly,29 Month,06/28/1976,11/28/1978
47790,Monthly,53 Month,02/24/1978,07/24/1982
39394,One_Off,1 Day,05/27/1989,05/27/1989
39369,One_Off,1 Day,03/02/1983,03/02/1983
9220,Daily,23 Day,05/13/1974,06/05/1974
9226,Yearly,39 Year,10/05/1975,10/05/2014
9218,Daily,11 Day,08/02/1981,08/13/1981
9219,Yearly,15 Year,10/08/1971,10/08/1986
39360,Monthly,50 Month,01/19/1984,03/19/1988
39362,Monthly,53 Month,07/09/1987,12/09/1991
39364,Monthly,63 Month,02/15/1978,05/15/1983
39365,Yearly,5 Year,01/21/1966,01/21/1971
9231,Monthly,44 Month,01/18/1972,09/18/1975
9239,Monthly,28 Month,04/23/1976,08/23/1978
9236,Monthly,61 Month,03/06/1987,04/06/1992
9235,Yearly,27 Year,01/12/1986,01/12/2013
9232,Daily,54 Day,07/27/1985,09/19/1985
39374,Daily,46 Day,01/24/1974,03/11/1974
39373,Monthly,14 Month,05/02/1981,07/02/1982
39379,One_Off,1 Day,11/24/1968,11/24/1968
39378,Daily,45 Day,01/18/1969,03/04/1969
39376,Monthly,17 Month,08/26/1983,01/26/1985
9289,Yearly,20 Year,11/28/1982,11/28/2002
43303,Daily,8 Day,06/04/1972,06/12/1972
43305,Yearly,9 Year,02/01/1980,02/01/1989
9280,Yearly,16 Year,08/23/1980,08/23/1996
10399,Daily,48 Day,01/15/1987,03/04/1987
43307,One_Off,1 Day,07/13/1984,07/13/1984
9282,Yearly,12 Year,08/11/1984,08/11/1996
10397,Monthly,16 Month,10/04/1981,02/04/1983
10398,Yearly,14 Year,12/25/1972,12/25/1986
9285,Yearly,3 Year,01/03/1968,01/03/1971
10394,Daily,32 Day,01/04/1969,02/05/1969
10393,Daily,35 Day,06/17/1982,07/22/1982
10390,Daily,7 Day,03/01/1984,03/08/1984
9298,Daily,13 Day,12/04/1979,12/17/1979
43311,Daily,4 Day,05/11/1988,05/15/1988
43312,Monthly,68 Month,11/27/1983,07/27/1989
9292,One_Off,1 Day,08/07/1976,08/07/1976
9290,Daily,49 Day,10/10/1976,11/28/1976
43315,Monthly,80 Month,08/27/1974,04/27/1981
9291,Monthly,20 Month,11/11/1989,07/11/1991
9296,One_Off,1 Day,08/05/1967,08/05/1967
9294,Yearly,8 Year,03/03/1978,03/03/1986
9269,Yearly,26 Year,09/27/1972,09/27/1998
43323,Monthly,18 Month,01/06/1970,07/06/1971
43324,Monthly,71 Month,05/02/1974,04/02/1980
43325,Yearly,15 Year,02/23/1979,02/23/1994
9268,Monthly,70 Month,11/12/1990,09/12/1996
43321,Daily,43 Day,05/05/1975,06/17/1975
9263,Daily,50 Day,10/26/1985,12/15/1985
9264,Daily,33 Day,03/11/1973,04/13/1973
43326,One_Off,1 Day,10/25/1987,10/25/1987
43327,One_Off,1 Day,01/27/1966,01/27/1966
9260,Monthly,80 Month,03/25/1970,11/25/1976
43332,Monthly,68 Month,05/19/1966,01/19/1972
9275,Daily,6 Day,06/22/1985,06/28/1985
43337,Yearly,14 Year,06/16/1978,06/16/1992
49972,Yearly,17 Year,09/08/1989,09/08/2006
49970,Monthly,26 Month,11/23/1971,01/23/1974
39311,Daily,41 Day,12/17/1966,01/27/1967
10481,Daily,32 Day,08/10/1977,09/11/1977
10482,Daily,54 Day,06/12/1982,08/05/1982
39313,Daily,12 Day,03/08/1977,03/20/1977
10480,Daily,43 Day,09/22/1973,11/04/1973
39312,Daily,30 Day,04/23/1966,05/23/1966
39314,Monthly,70 Month,05/06/1969,03/06/1975
49979,Daily,39 Day,06/07/1973,07/16/1973
39315,Yearly,11 Year,10/25/1985,10/25/1996
10484,Monthly,29 Month,05/19/1981,10/19/1983
47831,One_Off,1 Day,05/08/1983,05/08/1983
10483,Yearly,18 Year,02/15/1969,02/15/1987
49977,Monthly,11 Month,03/19/1971,02/19/1972
49976,Daily,47 Day,09/25/1966,11/11/1966
39319,Monthly,28 Month,02/16/1990,06/16/1992
47832,One_Off,1 Day,11/01/1977,11/01/1977
10489,Monthly,59 Month,06/25/1978,05/25/1983
47835,Monthly,24 Month,02/03/1980,02/03/1982
49974,Monthly,83 Month,07/09/1985,06/09/1992
49973,Daily,27 Day,01/13/1974,02/09/1974
10487,Monthly,52 Month,02/28/1982,06/28/1986
47837,Monthly,52 Month,05/17/1979,09/17/1983
49960,Yearly,5 Year,02/23/1989,02/23/1994
49961,One_Off,1 Day,06/20/1973,06/20/1973
39302,Yearly,10 Year,12/08/1989,12/08/1999
39301,Yearly,10 Year,06/13/1968,06/13/1978
39300,Monthly,83 Month,09/16/1987,08/16/1994
10471,Yearly,41 Year,04/03/1972,04/03/2013
49967,Monthly,21 Month,01/20/1976,10/20/1977
47820,Yearly,33 Year,04/09/1981,04/09/2014
39306,Monthly,31 Month,03/25/1976,10/25/1978
49966,Daily,36 Day,06/04/1983,07/10/1983
49968,One_Off,1 Day,03/23/1972,03/23/1972
39304,One_Off,1 Day,01/12/1985,01/12/1985
47824,Yearly,5 Year,11/19/1973,11/19/1978
39309,Yearly,13 Year,07/24/1977,07/24/1990
39307,Monthly,78 Month,06/27/1990,12/27/1996
49965,Yearly,6 Year,02/06/1989,02/06/1995
10479,Monthly,65 Month,06/23/1969,11/23/1974
47822,One_Off,1 Day,09/11/1985,09/11/1985
10478,Monthly,85 Month,06/11/1988,07/11/1995
47821,Daily,15 Day,05/12/1980,05/27/1980
39308,Monthly,57 Month,03/16/1983,12/16/1987
47826,Yearly,26 Year,07/11/1966,07/11/1992
47829,Yearly,5 Year,06/23/1976,06/23/1981
49991,Monthly,52 Month,05/12/1971,09/12/1975
49998,Monthly,30 Month,09/07/1977,03/07/1980
49997,Yearly,11 Year,10/07/1978,10/07/1989
9194,Monthly,36 Month,11/21/1971,11/21/1974
47857,One_Off,1 Day,04/05/1968,04/05/1968
47856,Monthly,30 Month,07/19/1972,01/19/1975
9193,Daily,53 Day,01/04/1980,02/26/1980
47851,Monthly,84 Month,03/15/1970,03/15/1977
9196,Daily,51 Day,06/20/1987,08/10/1987
47853,One_Off,1 Day,03/23/1981,03/23/1981
9198,Monthly,50 Month,12/11/1981,02/11/1986
49999,Daily,11 Day,01/07/1974,01/18/1974
9199,Daily,5 Day,11/04/1967,11/09/1967
47859,Yearly,15 Year,06/27/1984,06/27/1999
10490,One_Off,1 Day,09/09/1989,09/09/1989
10491,One_Off,1 Day,05/14/1986,05/14/1986
49980,Yearly,21 Year,09/07/1976,09/07/1997
49985,One_Off,1 Day,01/12/1971,01/12/1971
9183,Monthly,39 Month,06/02/1979,09/02/1982
49987,Yearly,15 Year,03/01/1967,03/01/1982
47844,Yearly,7 Year,07/27/1969,07/27/1976
9180,Daily,47 Day,08/16/1971,10/02/1971
47842,Monthly,76 Month,03/28/1983,07/28/1989
10494,Monthly,88 Month,07/26/1979,11/26/1986
10497,One_Off,1 Day,11/23/1972,11/23/1972
47840,Monthly,50 Month,07/16/1982,09/16/1986
10496,Monthly,16 Month,09/06/1978,01/06/1980
9184,Monthly,5 Month,04/24/1981,09/24/1981
9189,Yearly,9 Year,12/20/1990,12/20/1999
47848,Yearly,6 Year,06/26/1979,06/26/1985
39351,Yearly,29 Year,05/01/1977,05/01/2006
39354,One_Off,1 Day,03/23/1973,03/23/1973
47871,Yearly,10 Year,02/11/1980,02/11/1990
39357,Daily,50 Day,06/05/1980,07/25/1980
10449,Monthly,28 Month,02/25/1978,06/25/1980
10447,Daily,50 Day,12/18/1975,02/06/1976
47872,Monthly,29 Month,01/14/1968,06/14/1970
47873,Yearly,10 Year,01/14/1974,01/14/1984
10442,Daily,52 Day,09/23/1973,11/14/1973
47874,Daily,7 Day,08/03/1967,08/10/1967
10440,Monthly,9 Month,05/02/1966,02/02/1967
10445,Daily,31 Day,10/20/1975,11/20/1975
47877,Monthly,52 Month,10/02/1970,02/02/1975
10443,One_Off,1 Day,04/26/1969,04/26/1969
10444,Yearly,12 Year,07/23/1989,07/23/2001
47879,One_Off,1 Day,04/27/1974,04/27/1974
39341,One_Off,1 Day,12/28/1981,12/28/1981
39342,Monthly,61 Month,12/26/1971,01/26/1977
39343,Monthly,22 Month,06/02/1975,04/02/1977
39344,One_Off,1 Day,04/21/1967,04/21/1967
10436,Yearly,21 Year,04/08/1978,04/08/1999
47869,Monthly,32 Month,08/20/1972,04/20/1975
10438,Daily,23 Day,11/09/1966,12/02/1966
10439,Yearly,11 Year,03/14/1971,03/14/1982
47864,Monthly,45 Month,12/13/1989,09/13/1993
39349,Daily,44 Day,04/03/1986,05/17/1986
39348,Daily,27 Day,05/27/1967,06/23/1967
10430,Monthly,28 Month,07/03/1979,11/03/1981
47862,Monthly,30 Month,11/21/1990,05/21/1993
10431,Monthly,42 Month,03/18/1990,09/18/1993
39347,Daily,38 Day,01/20/1967,02/27/1967
47867,Monthly,3 Month,06/05/1967,09/05/1967
47865,One_Off,1 Day,05/09/1970,05/09/1970
10434,Monthly,62 Month,07/25/1987,09/25/1992
47866,Monthly,22 Month,05/13/1973,03/13/1975
10435,Monthly,67 Month,02/09/1987,09/09/1992
39332,Monthly,9 Month,04/09/1975,01/09/1976
47891,One_Off,1 Day,03/02/1975,03/02/1975
10460,Monthly,36 Month,11/06/1979,11/06/1982
47890,Monthly,35 Month,10/20/1983,09/20/1986
47893,Monthly,22 Month,04/19/1975,02/19/1977
39335,One_Off,1 Day,07/11/1971,07/11/1971
47892,Monthly,6 Month,04/02/1982,10/02/1982
39330,Yearly,27 Year,11/23/1976,11/23/2003
39331,Monthly,74 Month,09/11/1988,11/11/1994
22890,Monthly,84 Month,10/02/1984,10/02/1991
45513,Yearly,23 Year,04/21/1981,04/21/2004
45514,Monthly,31 Month,11/24/1973,06/24/1976
22899,Monthly,32 Month,11/28/1971,07/28/1974
45512,Yearly,7 Year,10/28/1988,10/28/1995
45510,Monthly,56 Month,07/16/1971,03/16/1976
22892,Yearly,16 Year,09/28/1969,09/28/1985
10467,Yearly,18 Year,05/28/1987,05/28/2005
47899,Monthly,6 Month,05/09/1986,11/09/1986
10465,Daily,20 Day,05/19/1974,06/08/1974
10466,Yearly,15 Year,05/05/1983,05/05/1998
47894,One_Off,1 Day,12/06/1972,12/06/1972
10463,Daily,34 Day,06/06/1979,07/10/1979
22896,Yearly,33 Year,12/13/1981,12/13/2014
39337,Daily,36 Day,07/10/1982,08/15/1982
22895,Monthly,8 Month,02/17/1970,10/17/1970
39336,One_Off,1 Day,06/04/1977,06/04/1977
39339,Yearly,6 Year,02/13/1989,02/13/1995
22898,Yearly,31 Year,07/26/1980,07/26/2011
47896,Monthly,31 Month,01/19/1988,08/19/1990
47897,Yearly,14 Year,12/21/1976,12/21/1990
10462,Monthly,80 Month,11/26/1974,07/26/1981
39338,Yearly,25 Year,10/18/1979,10/18/2004
22897,Monthly,72 Month,06/22/1980,06/22/1986
45516,One_Off,1 Day,12/08/1985,12/08/1985
39323,Daily,5 Day,04/07/1986,04/12/1986
39324,Yearly,37 Year,05/16/1975,05/16/2012
47881,One_Off,1 Day,10/13/1972,10/13/1972
39321,Daily,7 Day,07/27/1967,08/03/1967
39320,Monthly,87 Month,05/22/1975,08/22/1982
45500,Daily,29 Day,06/18/1985,07/17/1985
45501,One_Off,1 Day,07/21/1977,07/21/1977
45503,Monthly,31 Month,08/26/1975,03/26/1978
10454,One_Off,1 Day,08/17/1971,08/17/1971
47889,Yearly,25 Year,04/21/1967,04/21/1992
47888,One_Off,1 Day,07/28/1973,07/28/1973
10457,Daily,23 Day,06/25/1973,07/18/1973
39329,One_Off,1 Day,12/17/1981,12/17/1981
39328,Yearly,28 Year,08/27/1975,08/27/2003
10450,Yearly,14 Year,03/28/1973,03/28/1987
45504,Monthly,16 Month,01/19/1969,05/19/1970
47886,Daily,50 Day,02/01/1973,03/23/1973
45505,Yearly,30 Year,06/04/1971,06/04/2001
47883,One_Off,1 Day,06/28/1983,06/28/1983
10452,Daily,50 Day,10/07/1983,11/26/1983
47884,Daily,44 Day,06/12/1975,07/26/1975
45507,One_Off,1 Day,10/23/1967,10/23/1967
10453,Yearly,10 Year,06/28/1981,06/28/1991
39325,Yearly,21 Year,08/27/1981,08/27/2002
17312,Daily,34 Day,02/26/1972,03/31/1972
45538,Yearly,4 Year,10/12/1987,10/12/1991
22876,Daily,11 Day,06/12/1982,06/23/1982
22873,Monthly,82 Month,06/06/1986,04/06/1993
22874,One_Off,1 Day,03/26/1968,03/26/1968
45539,Yearly,26 Year,07/03/1983,07/03/2009
17311,One_Off,1 Day,05/13/1986,05/13/1986
22871,Yearly,22 Year,07/26/1975,07/26/1997
10400,Daily,20 Day,10/13/1981,11/02/1981
10402,Yearly,3 Year,05/06/1974,05/06/1977
22870,Monthly,39 Month,12/10/1968,03/10/1972
45532,Yearly,9 Year,12/08/1976,12/08/1985
45531,Yearly,9 Year,06/03/1989,06/03/1998
45534,Daily,21 Day,04/24/1977,05/15/1977
10408,Yearly,18 Year,09/01/1981,09/01/1999
22879,Daily,6 Day,09/05/1984,09/11/1984
10407,Daily,38 Day,03/12/1973,04/19/1973
22878,One_Off,1 Day,05/09/1988,05/09/1988
17319,Monthly,55 Month,06/19/1974,01/19/1979
